Index,Amplitude
0,0.0
1,0.06277657399212623
2,0.12530899990844446
3,0.18735312967314677
4,0.24866481521042513
5,0.30899990844447156
6,0.3681142612994781
7,0.42576372569963683
8,0.4817346720786157
9,0.5358134708700827
10,0.5877559739982299
11,0.6374095889156773
12,0.684530167546617
13,0.728965117343669
14,0.7705008087405011
15,0.8090151676992096
16,0.8443250831629383
17,0.8762779625843073
18,0.9048127689443648
19,0.9297463911862545
20,0.9510483108005005
21,0.9685659352397229
22,0.9822687459944456
23,0.9920957060457167
24,0.9980162968840601
25,1.0
26,0.9980162968840601
27,0.9920957060457167
28,0.9822687459944456
29,0.9685659352397229
30,0.9510483108005005
31,0.9297463911862545
32,0.9048127689443648
33,0.8762779625843073
34,0.8443250831629383
35,0.8090151676992096
36,0.7705008087405011
37,0.728965117343669
38,0.684530167546617
39,0.6374095889156773
40,0.5877559739982299
41,0.5358134708700827
42,0.4817346720786157
43,0.42576372569963683
44,0.3681142612994781
45,0.30899990844447156
46,0.24866481521042513
47,0.18735312967314677
48,0.12530899990844446
49,0.06277657399212623
50,0.0
51,-0.06277657399212623
52,-0.12530899990844446
53,-0.18735312967314677
54,-0.24866481521042513
55,-0.30899990844447156
56,-0.3681142612994781
57,-0.42576372569963683
58,-0.4817346720786157
59,-0.5358134708700827
60,-0.5877559739982299
61,-0.6374095889156773
62,-0.684530167546617
63,-0.728965117343669
64,-0.7705008087405011
65,-0.8090151676992096
66,-0.8443250831629383
67,-0.8762779625843073
68,-0.9048127689443648
69,-0.9297463911862545
70,-0.9510483108005005
71,-0.9685659352397229
72,-0.9822687459944456
73,-0.9920957060457167
74,-0.9980162968840601
75,-1.0
76,-0.9980162968840601
77,-0.9920957060457167
78,-0.9822687459944456
79,-0.9685659352397229
80,-0.9510483108005005
81,-0.9297463911862545
82,-0.9048127689443648
83,-0.8762779625843073
84,-0.8443250831629383
85,-0.8090151676992096
86,-0.7705008087405011
87,-0.728965117343669
88,-0.684530167546617
89,-0.6374095889156773
90,-0.5877559739982299
91,-0.5358134708700827
92,-0.4817346720786157
93,-0.42576372569963683
94,-0.3681142612994781
95,-0.30899990844447156
96,-0.24866481521042513
97,-0.18735312967314677
98,-0.12530899990844446
99,-0.06277657399212623
100,0.0
101,0.06277657399212623
102,0.12530899990844446
103,0.18735312967314677
104,0.24866481521042513
105,0.30899990844447156
106,0.3681142612994781
107,0.42576372569963683
108,0.4817346720786157
109,0.5358134708700827
110,0.5877559739982299
111,0.6374095889156773
112,0.684530167546617
113,0.728965117343669
114,0.7705008087405011
115,0.8090151676992096
116,0.8443250831629383
117,0.8762779625843073
118,0.9048127689443648
119,0.9297463911862545
120,0.9510483108005005
121,0.9685659352397229
122,0.9822687459944456
123,0.9920957060457167
124,0.9980162968840601
125,1.0
126,0.9980162968840601
127,0.9920957060457167
128,0.9822687459944456
129,0.9685659352397229
130,0.9510483108005005
131,0.9297463911862545
132,0.9048127689443648
133,0.8762779625843073
134,0.8443250831629383
135,0.8090151676992096
136,0.7705008087405011
137,0.728965117343669
138,0.684530167546617
139,0.6374095889156773
140,0.5877559739982299
141,0.5358134708700827
142,0.4817346720786157
143,0.42576372569963683
144,0.3681142612994781
145,0.30899990844447156
146,0.24866481521042513
147,0.18735312967314677
148,0.12530899990844446
149,0.06277657399212623
150,0.0
151,-0.06277657399212623
152,-0.12530899990844446
153,-0.18735312967314677
154,-0.24866481521042513
155,-0.30899990844447156
156,-0.3681142612994781
157,-0.42576372569963683
158,-0.4817346720786157
159,-0.5358134708700827
160,-0.5877559739982299
161,-0.6374095889156773
162,-0.684530167546617
163,-0.728965117343669
164,-0.7705008087405011
165,-0.8090151676992096
166,-0.8443250831629383
167,-0.8762779625843073
168,-0.9048127689443648
169,-0.9297463911862545
170,-0.9510483108005005
171,-0.9685659352397229
172,-0.9822687459944456
173,-0.9920957060457167
174,-0.9980162968840601
175,-1.0
176,-0.9980162968840601
177,-0.9920957060457167
178,-0.9822687459944456
179,-0.9685659352397229
180,-0.9510483108005005
181,-0.9297463911862545
182,-0.9048127689443648
183,-0.8762779625843073
184,-0.8443250831629383
185,-0.8090151676992096
186,-0.7705008087405011
187,-0.728965117343669
188,-0.684530167546617
189,-0.6374095889156773
190,-0.5877559739982299
191,-0.5358134708700827
192,-0.4817346720786157
193,-0.42576372569963683
194,-0.3681142612994781
195,-0.30899990844447156
196,-0.24866481521042513
197,-0.18735312967314677
198,-0.12530899990844446
199,-0.06277657399212623
200,0.0
201,0.06277657399212623
202,0.12530899990844446
203,0.18735312967314677
204,0.24866481521042513
205,0.30899990844447156
206,0.3681142612994781
207,0.42576372569963683
208,0.4817346720786157
209,0.5358134708700827
210,0.5877559739982299
211,0.6374095889156773
212,0.684530167546617
213,0.728965117343669
214,0.7705008087405011
215,0.8090151676992096
216,0.8443250831629383
217,0.8762779625843073
218,0.9048127689443648
219,0.9297463911862545
220,0.9510483108005005
221,0.9685659352397229
222,0.9822687459944456
223,0.9920957060457167
224,0.9980162968840601
225,1.0
226,0.9980162968840601
227,0.9920957060457167
228,0.9822687459944456
229,0.9685659352397229
230,0.9510483108005005
231,0.9297463911862545
232,0.9048127689443648
233,0.8762779625843073
234,0.8443250831629383
235,0.8090151676992096
236,0.7705008087405011
237,0.728965117343669
238,0.684530167546617
239,0.6374095889156773
240,0.5877559739982299
241,0.5358134708700827
242,0.4817346720786157
243,0.42576372569963683
244,0.3681142612994781
245,0.30899990844447156
246,0.24866481521042513
247,0.18735312967314677
248,0.12530899990844446
249,0.06277657399212623
250,0.0
251,-0.06277657399212623
252,-0.12530899990844446
253,-0.18735312967314677
254,-0.24866481521042513
255,-0.30899990844447156
256,-0.3681142612994781
257,-0.42576372569963683
258,-0.4817346720786157
259,-0.5358134708700827
260,-0.5877559739982299
261,-0.6374095889156773
262,-0.684530167546617
263,-0.728965117343669
264,-0.7705008087405011
265,-0.8090151676992096
266,-0.8443250831629383
267,-0.8762779625843073
268,-0.9048127689443648
269,-0.9297463911862545
270,-0.9510483108005005
271,-0.9685659352397229
272,-0.9822687459944456
273,-0.9920957060457167
274,-0.9980162968840601
275,-1.0
276,-0.9980162968840601
277,-0.9920957060457167
278,-0.9822687459944456
279,-0.9685659352397229
280,-0.9510483108005005
281,-0.9297463911862545
282,-0.9048127689443648
283,-0.8762779625843073
284,-0.8443250831629383
285,-0.8090151676992096
286,-0.7705008087405011
287,-0.728965117343669
288,-0.684530167546617
289,-0.6374095889156773
290,-0.5877559739982299
291,-0.5358134708700827
292,-0.4817346720786157
293,-0.42576372569963683
294,-0.3681142612994781
295,-0.30899990844447156
296,-0.24866481521042513
297,-0.18735312967314677
298,-0.12530899990844446
299,-0.06277657399212623
300,0.0
301,0.06277657399212623
302,0.12530899990844446
303,0.18735312967314677
304,0.24866481521042513
305,0.30899990844447156
306,0.3681142612994781
307,0.42576372569963683
308,0.4817346720786157
309,0.5358134708700827
310,0.5877559739982299
311,0.6374095889156773
312,0.684530167546617
313,0.728965117343669
314,0.7705008087405011
315,0.8090151676992096
316,0.8443250831629383
317,0.8762779625843073
318,0.9048127689443648
319,0.9297463911862545
320,0.9510483108005005
321,0.9685659352397229
322,0.9822687459944456
323,0.9920957060457167
324,0.9980162968840601
325,1.0
326,0.9980162968840601
327,0.9920957060457167
328,0.9822687459944456
329,0.9685659352397229
330,0.9510483108005005
331,0.9297463911862545
332,0.9048127689443648
333,0.8762779625843073
334,0.8443250831629383
335,0.8090151676992096
336,0.7705008087405011
337,0.728965117343669
338,0.684530167546617
339,0.6374095889156773
340,0.5877559739982299
341,0.5358134708700827
342,0.4817346720786157
343,0.42576372569963683
344,0.3681142612994781
345,0.30899990844447156
346,0.24866481521042513
347,0.18735312967314677
348,0.12530899990844446
349,0.06277657399212623
350,0.0
351,-0.06277657399212623
352,-0.12530899990844446
353,-0.18735312967314677
354,-0.24866481521042513
355,-0.30899990844447156
356,-0.3681142612994781
357,-0.42576372569963683
358,-0.4817346720786157
359,-0.5358134708700827
360,-0.5877559739982299
361,-0.6374095889156773
362,-0.684530167546617
363,-0.728965117343669
364,-0.7705008087405011
365,-0.8090151676992096
366,-0.8443250831629383
367,-0.8762779625843073
368,-0.9048127689443648
369,-0.9297463911862545
370,-0.9510483108005005
371,-0.9685659352397229
372,-0.9822687459944456
373,-0.9920957060457167
374,-0.9980162968840601
375,-1.0
376,-0.9980162968840601
377,-0.9920957060457167
378,-0.9822687459944456
379,-0.9685659352397229
380,-0.9510483108005005
381,-0.9297463911862545
382,-0.9048127689443648
383,-0.8762779625843073
384,-0.8443250831629383
385,-0.8090151676992096
386,-0.7705008087405011
387,-0.728965117343669
388,-0.684530167546617
389,-0.6374095889156773
390,-0.5877559739982299
391,-0.5358134708700827
392,-0.4817346720786157
393,-0.42576372569963683
394,-0.3681142612994781
395,-0.30899990844447156
396,-0.24866481521042513
397,-0.18735312967314677
398,-0.12530899990844446
399,-0.06277657399212623
400,0.0
401,0.06277657399212623
402,0.12530899990844446
403,0.18735312967314677
404,0.24866481521042513
405,0.30899990844447156
406,0.3681142612994781
407,0.42576372569963683
408,0.4817346720786157
409,0.5358134708700827
410,0.5877559739982299
411,0.6374095889156773
412,0.684530167546617
413,0.728965117343669
414,0.7705008087405011
415,0.8090151676992096
416,0.8443250831629383
417,0.8762779625843073
418,0.9048127689443648
419,0.9297463911862545
420,0.9510483108005005
421,0.9685659352397229
422,0.9822687459944456
423,0.9920957060457167
424,0.9980162968840601
425,1.0
426,0.9980162968840601
427,0.9920957060457167
428,0.9822687459944456
429,0.9685659352397229
430,0.9510483108005005
431,0.9297463911862545
432,0.9048127689443648
433,0.8762779625843073
434,0.8443250831629383
435,0.8090151676992096
436,0.7705008087405011
437,0.728965117343669
438,0.684530167546617
439,0.6374095889156773
440,0.5877559739982299
441,0.5358134708700827
442,0.4817346720786157
443,0.42576372569963683
444,0.3681142612994781
445,0.30899990844447156
446,0.24866481521042513
447,0.18735312967314677
448,0.12530899990844446
449,0.06277657399212623
450,0.0
451,-0.06277657399212623
452,-0.12530899990844446
453,-0.18735312967314677
454,-0.24866481521042513
455,-0.30899990844447156
456,-0.3681142612994781
457,-0.42576372569963683
458,-0.4817346720786157
459,-0.5358134708700827
460,-0.5877559739982299
461,-0.6374095889156773
462,-0.684530167546617
463,-0.728965117343669
464,-0.7705008087405011
465,-0.8090151676992096
466,-0.8443250831629383
467,-0.8762779625843073
468,-0.9048127689443648
469,-0.9297463911862545
470,-0.9510483108005005
471,-0.9685659352397229
472,-0.9822687459944456
473,-0.9920957060457167
474,-0.9980162968840601
475,-1.0
476,-0.9980162968840601
477,-0.9920957060457167
478,-0.9822687459944456
479,-0.9685659352397229
480,-0.9510483108005005
481,-0.9297463911862545
482,-0.9048127689443648
483,-0.8762779625843073
484,-0.8443250831629383
485,-0.8090151676992096
486,-0.7705008087405011
487,-0.728965117343669
488,-0.684530167546617
489,-0.6374095889156773
490,-0.5877559739982299
491,-0.5358134708700827
492,-0.4817346720786157
493,-0.42576372569963683
494,-0.3681142612994781
495,-0.30899990844447156
496,-0.24866481521042513
497,-0.18735312967314677
498,-0.12530899990844446
499,-0.06277657399212623
500,0.0
501,0.06277657399212623
502,0.12530899990844446
503,0.18735312967314677
504,0.24866481521042513
505,0.30899990844447156
506,0.3681142612994781
507,0.42576372569963683
508,0.4817346720786157
509,0.5358134708700827
510,0.5877559739982299
511,0.6374095889156773
512,0.684530167546617
513,0.728965117343669
514,0.7705008087405011
515,0.8090151676992096
516,0.8443250831629383
517,0.8762779625843073
518,0.9048127689443648
519,0.9297463911862545
520,0.9510483108005005
521,0.9685659352397229
522,0.9822687459944456
523,0.9920957060457167
524,0.9980162968840601
525,1.0
526,0.9980162968840601
527,0.9920957060457167
528,0.9822687459944456
529,0.9685659352397229
530,0.9510483108005005
531,0.9297463911862545
532,0.9048127689443648
533,0.8762779625843073
534,0.8443250831629383
535,0.8090151676992096
536,0.7705008087405011
537,0.728965117343669
538,0.684530167546617
539,0.6374095889156773
540,0.5877559739982299
541,0.5358134708700827
542,0.4817346720786157
543,0.42576372569963683
544,0.3681142612994781
545,0.30899990844447156
546,0.24866481521042513
547,0.18735312967314677
548,0.12530899990844446
549,0.06277657399212623
550,0.0
551,-0.06277657399212623
552,-0.12530899990844446
553,-0.18735312967314677
554,-0.24866481521042513
555,-0.30899990844447156
556,-0.3681142612994781
557,-0.42576372569963683
558,-0.4817346720786157
559,-0.5358134708700827
560,-0.5877559739982299
561,-0.6374095889156773
562,-0.684530167546617
563,-0.728965117343669
564,-0.7705008087405011
565,-0.8090151676992096
566,-0.8443250831629383
567,-0.8762779625843073
568,-0.9048127689443648
569,-0.9297463911862545
570,-0.9510483108005005
571,-0.9685659352397229
572,-0.9822687459944456
573,-0.9920957060457167
574,-0.9980162968840601
575,-1.0
576,-0.9980162968840601
577,-0.9920957060457167
578,-0.9822687459944456
579,-0.9685659352397229
580,-0.9510483108005005
581,-0.9297463911862545
582,-0.9048127689443648
583,-0.8762779625843073
584,-0.8443250831629383
585,-0.8090151676992096
586,-0.7705008087405011
587,-0.728965117343669
588,-0.684530167546617
589,-0.6374095889156773
590,-0.5877559739982299
591,-0.5358134708700827
592,-0.4817346720786157
593,-0.42576372569963683
594,-0.3681142612994781
595,-0.30899990844447156
596,-0.24866481521042513
597,-0.18735312967314677
598,-0.12530899990844446
599,-0.06277657399212623
600,0.0
601,0.06277657399212623
602,0.12530899990844446
603,0.18735312967314677
604,0.24866481521042513
605,0.30899990844447156
606,0.3681142612994781
607,0.42576372569963683
608,0.4817346720786157
609,0.5358134708700827
610,0.5877559739982299
611,0.6374095889156773
612,0.684530167546617
613,0.728965117343669
614,0.7705008087405011
615,0.8090151676992096
616,0.8443250831629383
617,0.8762779625843073
618,0.9048127689443648
619,0.9297463911862545
620,0.9510483108005005
621,0.9685659352397229
622,0.9822687459944456
623,0.9920957060457167
624,0.9980162968840601
625,1.0
626,0.9980162968840601
627,0.9920957060457167
628,0.9822687459944456
629,0.9685659352397229
630,0.9510483108005005
631,0.9297463911862545
632,0.9048127689443648
633,0.8762779625843073
634,0.8443250831629383
635,0.8090151676992096
636,0.7705008087405011
637,0.728965117343669
638,0.684530167546617
639,0.6374095889156773
640,0.5877559739982299
641,0.5358134708700827
642,0.4817346720786157
643,0.42576372569963683
644,0.3681142612994781
645,0.30899990844447156
646,0.24866481521042513
647,0.18735312967314677
648,0.12530899990844446
649,0.06277657399212623
650,0.0
651,-0.06277657399212623
652,-0.12530899990844446
653,-0.18735312967314677
654,-0.24866481521042513
655,-0.30899990844447156
656,-0.3681142612994781
657,-0.42576372569963683
658,-0.4817346720786157
659,-0.5358134708700827
660,-0.5877559739982299
661,-0.6374095889156773
662,-0.684530167546617
663,-0.728965117343669
664,-0.7705008087405011
665,-0.8090151676992096
666,-0.8443250831629383
667,-0.8762779625843073
668,-0.9048127689443648
669,-0.9297463911862545
670,-0.9510483108005005
671,-0.9685659352397229
672,-0.9822687459944456
673,-0.9920957060457167
674,-0.9980162968840601
675,-1.0
676,-0.9980162968840601
677,-0.9920957060457167
678,-0.9822687459944456
679,-0.9685659352397229
680,-0.9510483108005005
681,-0.9297463911862545
682,-0.9048127689443648
683,-0.8762779625843073
684,-0.8443250831629383
685,-0.8090151676992096
686,-0.7705008087405011
687,-0.728965117343669
688,-0.684530167546617
689,-0.6374095889156773
690,-0.5877559739982299
691,-0.5358134708700827
692,-0.4817346720786157
693,-0.42576372569963683
694,-0.3681142612994781
695,-0.30899990844447156
696,-0.24866481521042513
697,-0.18735312967314677
698,-0.12530899990844446
699,-0.06277657399212623
700,0.0
701,0.06277657399212623
702,0.12530899990844446
703,0.18735312967314677
704,0.24866481521042513
705,0.30899990844447156
706,0.3681142612994781
707,0.42576372569963683
708,0.4817346720786157
709,0.5358134708700827
710,0.5877559739982299
711,0.6374095889156773
712,0.684530167546617
713,0.728965117343669
714,0.7705008087405011
715,0.8090151676992096
716,0.8443250831629383
717,0.8762779625843073
718,0.9048127689443648
719,0.9297463911862545
720,0.9510483108005005
721,0.9685659352397229
722,0.9822687459944456
723,0.9920957060457167
724,0.9980162968840601
725,1.0
726,0.9980162968840601
727,0.9920957060457167
728,0.9822687459944456
729,0.9685659352397229
730,0.9510483108005005
731,0.9297463911862545
732,0.9048127689443648
733,0.8762779625843073
734,0.8443250831629383
735,0.8090151676992096
736,0.7705008087405011
737,0.728965117343669
738,0.684530167546617
739,0.6374095889156773
740,0.5877559739982299
741,0.5358134708700827
742,0.4817346720786157
743,0.42576372569963683
744,0.3681142612994781
745,0.30899990844447156
746,0.24866481521042513
747,0.18735312967314677
748,0.12530899990844446
749,0.06277657399212623
750,0.0
751,-0.06277657399212623
752,-0.12530899990844446
753,-0.18735312967314677
754,-0.24866481521042513
755,-0.30899990844447156
756,-0.3681142612994781
757,-0.42576372569963683
758,-0.4817346720786157
759,-0.5358134708700827
760,-0.5877559739982299
761,-0.6374095889156773
762,-0.684530167546617
763,-0.728965117343669
764,-0.7705008087405011
765,-0.8090151676992096
766,-0.8443250831629383
767,-0.8762779625843073
768,-0.9048127689443648
769,-0.9297463911862545
770,-0.9510483108005005
771,-0.9685659352397229
772,-0.9822687459944456
773,-0.9920957060457167
774,-0.9980162968840601
775,-1.0
776,-0.9980162968840601
777,-0.9920957060457167
778,-0.9822687459944456
779,-0.9685659352397229
780,-0.9510483108005005
781,-0.9297463911862545
782,-0.9048127689443648
783,-0.8762779625843073
784,-0.8443250831629383
785,-0.8090151676992096
786,-0.7705008087405011
787,-0.728965117343669
788,-0.684530167546617
789,-0.6374095889156773
790,-0.5877559739982299
791,-0.5358134708700827
792,-0.4817346720786157
793,-0.42576372569963683
794,-0.3681142612994781
795,-0.30899990844447156
796,-0.24866481521042513
797,-0.18735312967314677
798,-0.12530899990844446
799,-0.06277657399212623
800,0.0
801,0.06277657399212623
802,0.12530899990844446
803,0.18735312967314677
804,0.24866481521042513
805,0.30899990844447156
806,0.3681142612994781
807,0.42576372569963683
808,0.4817346720786157
809,0.5358134708700827
810,0.5877559739982299
811,0.6374095889156773
812,0.684530167546617
813,0.728965117343669
814,0.7705008087405011
815,0.8090151676992096
816,0.8443250831629383
817,0.8762779625843073
818,0.9048127689443648
819,0.9297463911862545
820,0.9510483108005005
821,0.9685659352397229
822,0.9822687459944456
823,0.9920957060457167
824,0.9980162968840601
825,1.0
826,0.9980162968840601
827,0.9920957060457167
828,0.9822687459944456
829,0.9685659352397229
830,0.9510483108005005
831,0.9297463911862545
832,0.9048127689443648
833,0.8762779625843073
834,0.8443250831629383
835,0.8090151676992096
836,0.7705008087405011
837,0.728965117343669
838,0.684530167546617
839,0.6374095889156773
840,0.5877559739982299
841,0.5358134708700827
842,0.4817346720786157
843,0.42576372569963683
844,0.3681142612994781
845,0.30899990844447156
846,0.24866481521042513
847,0.18735312967314677
848,0.12530899990844446
849,0.06277657399212623
850,0.0
851,-0.06277657399212623
852,-0.12530899990844446
853,-0.18735312967314677
854,-0.24866481521042513
855,-0.30899990844447156
856,-0.3681142612994781
857,-0.42576372569963683
858,-0.4817346720786157
859,-0.5358134708700827
860,-0.5877559739982299
861,-0.6374095889156773
862,-0.684530167546617
863,-0.728965117343669
864,-0.7705008087405011
865,-0.8090151676992096
866,-0.8443250831629383
867,-0.8762779625843073
868,-0.9048127689443648
869,-0.9297463911862545
870,-0.9510483108005005
871,-0.9685659352397229
872,-0.9822687459944456
873,-0.9920957060457167
874,-0.9980162968840601
875,-1.0
876,-0.9980162968840601
877,-0.9920957060457167
878,-0.9822687459944456
879,-0.9685659352397229
880,-0.9510483108005005
881,-0.9297463911862545
882,-0.9048127689443648
883,-0.8762779625843073
884,-0.8443250831629383
885,-0.8090151676992096
886,-0.7705008087405011
887,-0.728965117343669
888,-0.684530167546617
889,-0.6374095889156773
890,-0.5877559739982299
891,-0.5358134708700827
892,-0.4817346720786157
893,-0.42576372569963683
894,-0.3681142612994781
895,-0.30899990844447156
896,-0.24866481521042513
897,-0.18735312967314677
898,-0.12530899990844446
899,-0.06277657399212623
900,0.0
901,0.06277657399212623
902,0.12530899990844446
903,0.18735312967314677
904,0.24866481521042513
905,0.30899990844447156
906,0.3681142612994781
907,0.42576372569963683
908,0.4817346720786157
909,0.5358134708700827
910,0.5877559739982299
911,0.6374095889156773
912,0.684530167546617
913,0.728965117343669
914,0.7705008087405011
915,0.8090151676992096
916,0.8443250831629383
917,0.8762779625843073
918,0.9048127689443648
919,0.9297463911862545
920,0.9510483108005005
921,0.9685659352397229
922,0.9822687459944456
923,0.9920957060457167
924,0.9980162968840601
925,1.0
926,0.9980162968840601
927,0.9920957060457167
928,0.9822687459944456
929,0.9685659352397229
930,0.9510483108005005
931,0.9297463911862545
932,0.9048127689443648
933,0.8762779625843073
934,0.8443250831629383
935,0.8090151676992096
936,0.7705008087405011
937,0.728965117343669
938,0.684530167546617
939,0.6374095889156773
940,0.5877559739982299
941,0.5358134708700827
942,0.4817346720786157
943,0.42576372569963683
944,0.3681142612994781
945,0.30899990844447156
946,0.24866481521042513
947,0.18735312967314677
948,0.12530899990844446
949,0.06277657399212623
950,0.0
951,-0.06277657399212623
952,-0.12530899990844446
953,-0.18735312967314677
954,-0.24866481521042513
955,-0.30899990844447156
956,-0.3681142612994781
957,-0.42576372569963683
958,-0.4817346720786157
959,-0.5358134708700827
960,-0.5877559739982299
961,-0.6374095889156773
962,-0.684530167546617
963,-0.728965117343669
964,-0.7705008087405011
965,-0.8090151676992096
966,-0.8443250831629383
967,-0.8762779625843073
968,-0.9048127689443648
969,-0.9297463911862545
970,-0.9510483108005005
971,-0.9685659352397229
972,-0.9822687459944456
973,-0.9920957060457167
974,-0.9980162968840601
975,-1.0
976,-0.9980162968840601
977,-0.9920957060457167
978,-0.9822687459944456
979,-0.9685659352397229
980,-0.9510483108005005
981,-0.9297463911862545
982,-0.9048127689443648
983,-0.8762779625843073
984,-0.8443250831629383
985,-0.8090151676992096
986,-0.7705008087405011
987,-0.728965117343669
988,-0.684530167546617
989,-0.6374095889156773
990,-0.5877559739982299
991,-0.5358134708700827
992,-0.4817346720786157
993,-0.42576372569963683
994,-0.3681142612994781
995,-0.30899990844447156
996,-0.24866481521042513
997,-0.18735312967314677
998,-0.12530899990844446
999,-0.06277657399212623
